courseCode,unitCode,infinitive,mood,tense,eu,tu,eleElaVoce,nos,elesElasVoces,ipaEu,ipaTu,ipaEleElaVoce,ipaNos,ipaElesElasVoces,negativeEu,negativeTu,negativeEleElaVoce,negativeNos,negativeElesElasVoces,negativeIpaEu,negativeIpaTu,negativeIpaEleElaVoce,negativeIpaNos,negativeIpaElesElasVoces,tags,curriculumTags
pt-conjugation,imperfect,entrar,indicativo,imperfeito,entrava,entravas,entrava,entrávamos,entravam,ẽˈtɾavɐ,ẽˈtɾavɐʃ,ẽˈtɾavɐ,ẽˈtɾavɐmuʃ,ẽˈtɾavɐ̃w̃,,,,,,,,,,,,ar  
pt-conjugation,imperfect,esperar,indicativo,imperfeito,esperava,esperavas,esperava,esperávamos,esperavam,ʃpɨˈɾavɐ,ʃpɨˈɾavɐʃ,ʃpɨˈɾavɐ,ʃpɨˈɾavɐmuʃ,ʃpɨˈɾavɐ̃w̃,,,,,,,,,,,,ar  
pt-conjugation,imperfect,estar,indicativo,imperfeito,estava,estavas,estava,estávamos,estavam,ˈʃtavɐ,ˈʃtavɐʃ,ˈʃtavɐ,ˈʃtavɐmuʃ,ˈʃtavɐ̃w̃,,,,,,,,,,,,ar  
pt-conjugation,imperfect,experimentar,indicativo,imperfeito,experimentava,experimentavas,experimentava,experimentávamos,experimentavam,iʃpɨɾimẽˈtavɐ,iʃpɨɾimẽˈtavɐʃ,iʃpɨɾimẽˈtavɐ,iʃpɨɾimẽˈtavɐmuʃ,iʃpɨɾimẽˈtavɐ̃w̃,,,,,,,,,,,,ar  
pt-conjugation,imperfect,falar,indicativo,imperfeito,falava,falavas,falava,falávamos,falavam,fɐˈlavɐ,fɐˈlavɐʃ,fɐˈlavɐ,fɐˈlavɐmuʃ,fɐˈlavɐ̃w̃,,,,,,,,,,,,ar  
pt-conjugation,imperfect,fechar,indicativo,imperfeito,fechava,fechavas,fechava,fechávamos,fechavam,fɨˈʃavɐ,fɨˈʃavɐʃ,fɨˈʃavɐ,fɨˈʃavɐmuʃ,fɨˈʃavɐ̃w̃,,,,,,,,,,,,ar  
pt-conjugation,imperfect,ficar,indicativo,imperfeito,ficava,ficavas,ficava,ficávamos,ficavam,fiˈkavɐ,fiˈkavɐʃ,fiˈkavɐ,fiˈkavɐmuʃ,fiˈkavɐ̃w̃,,,,,,,,,,,,ar  
pt-conjugation,imperfect,ganhar,indicativo,imperfeito,ganhava,ganhavas,ganhava,ganhávamos,ganhavam,ɡɐˈɲavɐ,ɡɐˈɲavɐʃ,ɡɐˈɲavɐ,ɡɐˈɲavɐmuʃ,ɡɐˈɲavɐ̃w̃,,,,,,,,,,,,ar  
pt-conjugation,imperfect,girar,indicativo,imperfeito,girava,giravas,girava,girámos,giravam,ʒiˈɾavɐ,ʒiˈɾavɐʃ,ʒiˈɾavɐ,ʒiˈɾamuʃ,ʒiˈɾavɐ̃w̃,,,,,,,,,,,,ar  
pt-conjugation,imperfect,inserir,indicativo,imperfeito,inseria,inserias,inseria,inseríamos,inseriam,ĩsɨˈɾiɐ,ĩsɨˈɾiɐʃ,ĩsɨˈɾiɐ,ĩsɨˈɾiɐmuʃ,ĩsɨˈɾiɐ̃w̃,,,,,,,,,,,,ir
pt-conjugation,imperfect,jantar,indicativo,imperfeito,jantava,jantavas,jantava,jantávamos,jantavam,ʒɐ̃ˈtavɐ,ʒɐ̃ˈtavɐʃ,ʒɐ̃ˈtavɐ,ʒɐ̃ˈtavɐmuʃ,ʒɐ̃ˈtavɐ̃w̃,,,,,,,,,,,,ar  
pt-conjugation,imperfect,jogar,indicativo,imperfeito,jogava,jogavas,jogava,jogávamos,jogavam,ʒuˈɡavɐ,ʒuˈɡavɐʃ,ʒuˈɡavɐ,ʒuˈɡavɐmuʃ,ʒuˈɡavɐ̃w̃,,,,,,,,,,,,ar  
pt-conjugation,imperfect,lavar,indicativo,imperfeito,lavava,lavavas,lavava,lavávamos,lavavam,lɐˈvavɐ,lɐˈvavɐʃ,lɐˈvavɐ,lɐˈvavɐmuʃ,lɐˈvavɐ̃w̃,,,,,,,,,,,,ar  
pt-conjugation,imperfect,lembrar-se,indicativo,imperfeito,lembrava-me,lembravas-te,lembrava-se,lembrávamos-nos,lembravam-se,lẽbɾɐˈvamɨ,lẽbɾɐˈvastɨ,lẽbɾɐˈvasɨ,lẽˈbɾavɐmusnuʃ,lẽbɾɐˈvɐ̃sɨ,,,,,,,,,,,,ar reflexos
pt-conjugation,imperfect,levantar,indicativo,imperfeito,levantava,levantavas,levantava,levantávamos,levantavam,lɨvɐ̃ˈtavɐ,lɨvɐ̃ˈtavɐʃ,lɨvɐ̃ˈtavɐ,lɨvɐ̃ˈtavɐmuʃ,lɨvɐ̃ˈtavɐ̃w̃,,,,,,,,,,,,ar  
pt-conjugation,imperfect,ligar,indicativo,imperfeito,ligava,ligavas,ligava,ligávamos,ligavam,liˈɡavɐ,liˈɡavɐʃ,liˈɡavɐ,liˈɡavɐmuʃ,liˈɡavɐ̃w̃,,,,,,,,,,,,ar  
pt-conjugation,imperfect,morar,indicativo,imperfeito,morava,moravas,morava,morávamos,moravam,muˈɾavɐ,muˈɾavɐʃ,muˈɾavɐ,muˈɾavɐmuʃ,muˈɾavɐ̃w̃,,,,,,,,,,,,ar  
pt-conjugation,imperfect,olhar,indicativo,imperfeito,olhava,olhavas,olhava,olhávamos,olhavam,oˈʎavɐ,oˈʎavɐʃ,oˈʎavɐ,oˈʎavɐmuʃ,oˈʎavɐ̃w̃,,,,,,,,,,,,ar  
pt-conjugation,imperfect,pagar,indicativo,imperfeito,pagava,pagavas,pagava,pagávamos,pagavam,pɐˈɡavɐ,pɐˈɡavɐʃ,pɐˈɡavɐ,pɐˈɡavɐmuʃ,pɐˈɡavɐ̃w̃,,,,,,,,,,,,ar  
pt-conjugation,imperfect,passar,indicativo,imperfeito,passava,passavas,passava,passávamos,passavam,pɐˈsavɐ,pɐˈsavɐʃ,pɐˈsavɐ,pɐˈsavɐmuʃ,pɐˈsavɐ̃w̃,,,,,,,,,,,,ar  
pt-conjugation,imperfect,pegar,indicativo,imperfeito,pegava,pegavas,pegava,pegávamos,pegavam,pɨˈɡavɐ,pɨˈɡavɐʃ,pɨˈɡavɐ,pɨˈɡavɐmuʃ,pɨˈɡavɐ̃w̃,,,,,,,,,,,,ar  
pt-conjugation,imperfect,perguntar,indicativo,imperfeito,perguntava,perguntavas,perguntava,perguntávamos,perguntavam,pɨɾɡũˈtavɐ,pɨɾɡũˈtavɐʃ,pɨɾɡũˈtavɐ,pɨɾɡũˈtavɐmuʃ,pɨɾɡũˈtavɐ̃w̃,,,,,,,,,,,,ar  
pt-conjugation,imperfect,pesquisar,indicativo,imperfeito,pesquisava,pesquisavas,pesquisava,pesquisávamos,pesquisavam,pɨskiˈzavɐ,pɨskiˈzavɐʃ,pɨskiˈzavɐ,pɨskiˈzavɐmuʃ,pɨskiˈzavɐ̃w̃,,,,,,,,,,,,ar  
pt-conjugation,imperfect,praticar,indicativo,imperfeito,praticava,praticavas,praticava,praticávamos,praticavam,pɾɐtiˈkavɐ,pɾɐtiˈkavɐʃ,pɾɐtiˈkavɐ,pɾɐtiˈkavɐmuʃ,pɾɐtiˈkavɐ̃w̃,,,,,,,,,,,,ar  
pt-conjugation,imperfect,precisar,indicativo,imperfeito,precisava,precisavas,precisava,precisávamos,precisavam,pɾɨsiˈzavɐ,pɾɨsiˈzavɐʃ,pɾɨsiˈzavɐ,pɾɨsiˈzavɐmuʃ,pɾɨsiˈzavɐ̃w̃,,,,,,,,,,,,ar  
pt-conjugation,imperfect,telefonar,indicativo,imperfeito,telefonava,telefonavas,telefonava,telefonávamos,telefonavam,tɨlɨfuˈnavɐ,tɨlɨfuˈnavɐʃ,tɨlɨfuˈnavɐ,tɨlɨfuˈnavɐmuʃ,tɨlɨfuˈnavɐ̃w̃,,,,,,,,,,,,ar  
pt-conjugation,imperfect,tentar,indicativo,imperfeito,tentava,tentavas,tentava,tentávamos,tentavam,tẽˈtavɐ,tẽˈtavɐʃ,tẽˈtavɐ,tẽˈtavɐmuʃ,tẽˈtavɐ̃w̃,,,,,,,,,,,,ar  
pt-conjugation,imperfect,tirar,indicativo,imperfeito,tirava,tiravas,tirava,tirávamos,tiravam,tiˈɾavɐ,tiˈɾavɐʃ,tiˈɾavɐ,tiˈɾavɐmuʃ,tiˈɾavɐ̃w̃,,,,,,,,,,,,ar  
pt-conjugation,imperfect,tocar,indicativo,imperfeito,tocava,tocavas,tocava,tocávamos,tocavam,tuˈkavɐ,tuˈkavɐʃ,tuˈkavɐ,tuˈkavɐmuʃ,tuˈkavɐ̃w̃,,,,,,,,,,,,ar  
pt-conjugation,imperfect,tomar,indicativo,imperfeito,tomava,tomavas,tomava,tomávamos,tomavam,tuˈmavɐ,tuˈmavɐʃ,tuˈmavɐ,tuˈmavɐmuʃ,tuˈmavɐ̃w̃,,,,,,,,,,,,ar  
pt-conjugation,imperfect,trabalhar,indicativo,imperfeito,trabalhava,trabalhavas,trabalhava,trabalhávamos,trabalhavam,tɾɐbɐˈʎavɐ,tɾɐbɐˈʎavɐʃ,tɾɐbɐˈʎavɐ,tɾɐbɐˈʎavɐmuʃ,tɾɐbɐˈʎavɐ̃w̃,,,,,,,,,,,,ar  
pt-conjugation,imperfect,tratar,indicativo,imperfeito,tratava,tratavas,tratava,tratávamos,tratavam,tɾɐˈtavɐ,tɾɐˈtavɐʃ,tɾɐˈtavɐ,tɾɐˈtavɐmuʃ,tɾɐˈtavɐ̃w̃,,,,,,,,,,,,ar  
pt-conjugation,imperfect,usar,indicativo,imperfeito,usava,usavas,usava,usávamos,usavam,uˈzavɐ,uˈzavɐʃ,uˈzavɐ,uˈzavɐmuʃ,uˈzavɐ̃w̃,,,,,,,,,,,,ar  
pt-conjugation,imperfect,viajar,indicativo,imperfeito,viajava,viajavas,viajava,viajávamos,viajavam,viɐˈʒavɐ,viɐˈʒavɐʃ,viɐˈʒavɐ,viɐˈʒavɐmuʃ,viɐˈʒavɐ̃w̃,,,,,,,,,,,,ar  
pt-conjugation,imperfect,visitar,indicativo,imperfeito,visitava,visitavas,visitava,visitávamos,visitavam,viziˈtavɐ,viziˈtavɐʃ,viziˈtavɐ,viziˈtavɐmuʃ,viziˈtavɐ̃w̃,,,,,,,,,,,,ar  
pt-conjugation,imperfect,achar,indicativo,imperfeito,achava,achavas,achava,achávamos,achavam,ɐˈʃavɐ,ɐˈʃavɐʃ,ɐˈʃavɐ,ɐˈʃavɐmuʃ,ɐˈʃavɐ̃w̃,,,,,,,,,,,,ar  
pt-conjugation,imperfect,afagar,indicativo,imperfeito,afagava,afagavas,afagava,afagávamos,afagavam,ɐfɐˈɡavɐ,ɐfɐˈɡavɐʃ,ɐfɐˈɡavɐ,ɐfɐˈɡavɐmuʃ,ɐfɐˈɡavɐ̃w̃,,,,,,,,,,,,ar  
pt-conjugation,imperfect,afastar-se,indicativo,imperfeito,afastava-me,afastavas-te,afastava-se,afastávamos-nos,afastavam-se,ɐfɐʃtɐˈvamɨ,ɐfɐʃtɐˈvastɨ,ɐfɐʃtɐˈvasɨ,ɐfɐˈʃtavɐmusnuʃ,ɐfɐʃtɐˈvɐ̃sɨ,,,,,,,,,,,,ar reflexos
pt-conjugation,imperfect,arranjar,indicativo,imperfeito,arranjava,arranjavas,arranjava,arranjávamos,arranjavam,ɐʁɐ̃ˈʒavɐ,ɐʁɐ̃ˈʒavɐʃ,ɐʁɐ̃ˈʒavɐ,ɐʁɐ̃ˈʒavɐmuʃ,ɐʁɐ̃ˈʒavɐ̃w̃,,,,,,,,,,,,ar  
pt-conjugation,imperfect,comprar,indicativo,imperfeito,comprava,compravas,comprava,comprávamos,compravam,kõˈpɾavɐ,kõˈpɾavɐʃ,kõˈpɾavɐ,kõˈpɾavɐmuʃ,kõˈpɾavɐ̃w̃,,,,,,,,,,,,ar  
pt-conjugation,imperfect,empurrar,indicativo,imperfeito,empurrava,empurravas,empurrava,empurrávamos,empurravam,ẽpuˈʁavɐ,ẽpuˈʁavɐʃ,ẽpuˈʁavɐ,ẽpuˈʁavɐmuʃ,ẽpuˈʁavɐ̃w̃,,,,,,,,,,,,ar  
pt-conjugation,imperfect,estudar,indicativo,imperfeito,estudava,estudavas,estudava,estudávamos,estudavam,ʃtuˈdavɐ,ʃtuˈdavɐʃ,ʃtuˈdavɐ,ʃtuˈdavɐmuʃ,ʃtuˈdavɐ̃w̃,,,,,,,,,,,,ar  
pt-conjugation,imperfect,gostar,indicativo,imperfeito,gostava,gostavas,gostava,gostávamos,gostavam,ɡuˈʃtavɐ,ɡuˈʃtavɐʃ,ɡuˈʃtavɐ,ɡuˈʃtavɐmuʃ,ɡuˈʃtavɐ̃w̃,,,,,,,,,,,,ar  
pt-conjugation,imperfect,levantar-se,indicativo,imperfeito,levantava-me,levantavas-te,levantava-se,levantávamos-nos,levantavam-se,lɨvɐ̃tɐˈvamɨ,lɨvɐ̃tɐˈvastɨ,lɨvɐ̃tɐˈvasɨ,lɨvɐ̃ˈtavɐmusnuʃ,lɨvɐ̃tɐˈvɐ̃sɨ,,,,,,,,,,,,ar reflexos
pt-conjugation,imperfect,mudar,indicativo,imperfeito,mudava,mudavas,mudava,mudávamos,mudavam,muˈdavɐ,muˈdavɐʃ,muˈdavɐ,muˈdavɐmuʃ,muˈdavɐ̃w̃,,,,,,,,,,,,ar  
pt-conjugation,imperfect,pensar,indicativo,imperfeito,pensava,pensavas,pensava,pensávamos,pensavam,pẽˈsavɐ,pẽˈsavɐʃ,pẽˈsavɐ,pẽˈsavɐmuʃ,pẽˈsavɐ̃w̃,,,,,,,,,,,,ar  
pt-conjugation,imperfect,pintar,indicativo,imperfeito,pintava,pintavas,pintava,pintávamos,pintavam,pĩˈtavɐ,pĩˈtavɐʃ,pĩˈtavɐ,pĩˈtavɐmuʃ,pĩˈtavɐ̃w̃,,,,,,,,,,,,ar  
pt-conjugation,imperfect,puxar,indicativo,imperfeito,puxava,puxavas,puxava,puxávamos,puxavam,puˈʃavɐ,puˈʃavɐʃ,puˈʃavɐ,puˈʃavɐmuʃ,puˈʃavɐ̃w̃,,,,,,,,,,,,ar  
pt-conjugation,imperfect,sentar,indicativo,imperfeito,sentava,sentavas,sentava,sentávamos,sentavam,sẽˈtavɐ,sẽˈtavɐʃ,sẽˈtavɐ,sẽˈtavɐmuʃ,sẽˈtavɐ̃w̃,,,,,,,,,,,,ar  
pt-conjugation,imperfect,abrir,indicativo,imperfeito,abria,abrias,abria,abríamos,abriam,ɐˈbɾiɐ,ɐˈbɾiɐʃ,ɐˈbɾiɐ,ɐˈbɾiɐmuʃ,ɐˈbɾiɐ̃w̃,,,,,,,,,,,,ir
pt-conjugation,imperfect,admitir,indicativo,imperfeito,admitia,admitias,admitia,admitíamos,admitiam,ɐdmiˈtiɐ,ɐdmiˈtiɐʃ,ɐdmiˈtiɐ,ɐdmiˈtiɐmuʃ,ɐdmiˈtiɐ̃w̃,,,,,,,,,,,,ir
pt-conjugation,imperfect,cair,indicativo,imperfeito,caía,caías,caía,caíamos,caíam,kɐˈiɐ,kɐˈiɐʃ,kɐˈiɐ,kɐˈiɐmuʃ,kɐˈiɐ̃w̃,,,,,,,,,,,,ir
pt-conjugation,imperfect,conseguir,indicativo,imperfeito,conseguia,conseguias,conseguia,conseguíamos,conseguiam,kõsɨˈɡiɐ,kõsɨˈɡiɐʃ,kõsɨˈɡiɐ,kõsɨˈɡwiɐmuʃ,kõsɨˈɡiɐ̃w̃,,,,,,,,,,,,ir
pt-conjugation,imperfect,corrigir,indicativo,imperfeito,corrigia,corrigias,corrigia,corrigíamos,corrigiam,kuʁiˈʒiɐ,kuʁiˈʒiɐʃ,kuʁiˈʒiɐ,kuʁiˈʒiɐmuʃ,kuʁiˈʒiɐ̃w̃,,,,,,,,,,,,ir
pt-conjugation,imperfect,cumprir,indicativo,imperfeito,cumpria,cumprias,cumpria,cumpríamos,cumpriam,kũˈpɾiɐ,kũˈpɾiɐʃ,kũˈpɾiɐ,kũˈpɾiɐmuʃ,kũˈpɾiɐ̃w̃,,,,,,,,,,,,ir
pt-conjugation,imperfect,decidir,indicativo,imperfeito,decidia,decidias,decidia,decidíamos,decidiam,dɨsiˈdiɐ,dɨsiˈdiɐʃ,dɨsiˈdiɐ,dɨsiˈdiɐmuʃ,dɨsiˈdiɐ̃w̃,,,,,,,,,,,,ir
pt-conjugation,imperfect,despir-se,indicativo,imperfeito,despia-me,despias-te,despia-se,despíamos-nos,despiam-se,dɨʃpiˈamɨ,dɨʃpiˈastɨ,dɨʃpiˈasɨ,dɨˈʃpiɐmusnuʃ,dɨʃpiˈɐ̃sɨ,,,,,,,,,,,,ir reflexos  
pt-conjugation,imperfect,dirigir,indicativo,imperfeito,dirigia,dirigias,dirigia,dirigíamos,dirigiam,diɾiˈʒiɐ,diɾiˈʒiɐʃ,diɾiˈʒiɐ,diɾiˈʒiɐmuʃ,diɾiˈʒiɐ̃w̃,,,,,,,,,,,,ir
pt-conjugation,imperfect,discutir,indicativo,imperfeito,discutia,discutias,discutia,discutíamos,discutiam,diʃkuˈtiɐ,diʃkuˈtiɐʃ,diʃkuˈtiɐ,diʃkuˈtiɐmuʃ,diʃkuˈtiɐ̃w̃,,,,,,,,,,,,ir
pt-conjugation,imperfect,distribuir,indicativo,imperfeito,distribuía,distribuías,distribuía,distribuíamos,distribuíam,diʃtɾibuˈiɐ,diʃtɾibuˈiɐʃ,diʃtɾibuˈiɐ,diʃtɾibuˈiɐmuʃ,diʃtɾibuˈiɐ̃w̃,,,,,,,,,,,,ir
pt-conjugation,imperfect,dormir,indicativo,imperfeito,dormia,dormias,dormia,dormíamos,dormiam,duɾˈmiɐ,duɾˈmiɐʃ,duɾˈmiɐ,duɾˈmiɐmuʃ,duɾˈmiɐ̃w̃,,,,,,,,,,,,ir
pt-conjugation,imperfect,fugir,indicativo,imperfeito,fugia,fugias,fugia,fugíamos,fugiam,fuˈʒiɐ,fuˈʒiɐʃ,fuˈʒiɐ,fuˈʒiɐmuʃ,fuˈʒiɐ̃w̃,,,,,,,,,,,,ir
pt-conjugation,imperfect,imprimir,indicativo,imperfeito,imprimia,imprimias,imprimia,imprimíamos,imprimiam,ĩpɾiˈmiɐ,ĩpɾiˈmiɐʃ,ĩpɾiˈmiɐ,ĩpɾiˈmiɐmuʃ,ĩpɾiˈmiɐ̃w̃,,,,,,,,,,,,ir
pt-conjugation,imperfect,insistir,indicativo,imperfeito,insistia,insistias,insistia,insistíamos,insistiam,ĩsiˈʃtiɐ,ĩsiˈʃtiɐʃ,ĩsiˈʃtiɐ,ĩsiˈʃtiɐmuʃ,ĩsiˈʃtiɐ̃w̃,,,,,,,,,,,,ir
pt-conjugation,imperfect,introduzir,indicativo,imperfeito,introduzia,introduzias,introduzia,introduzíamos,introduziam,ĩtɾuduˈziɐ,ĩtɾuduˈziɐʃ,ĩtɾuduˈziɐ,ĩtɾuduˈziɐmuʃ,ĩtɾuduˈziɐ̃w̃,,,,,,,,,,,,ir
pt-conjugation,imperfect,ir,indicativo,imperfeito,ia,ias,ia,íamos,iam,ˈiɐ,ˈiɐʃ,ˈiɐ,ˈiɐmuʃ,ˈiɐ̃w̃,,,,,,,,,,,,ir
pt-conjugation,imperfect,medir,indicativo,imperfeito,media,medias,media,medíamos,mediam,mɨˈdiɐ,mɨˈdiɐʃ,mɨˈdiɐ,mɨˈdiɐmuʃ,mɨˈdiɐ̃w̃,,,,,,,,,,,,ir
pt-conjugation,imperfect,ouvir,indicativo,imperfeito,ouvia,ouvias,ouvia,ouvíamos,ouviam,oˈviɐ,oˈviɐʃ,oˈviɐ,oˈviɐmuʃ,oˈviɐ̃w̃,,,,,,,,,,,,ir
pt-conjugation,imperfect,partir,indicativo,imperfeito,partia,partias,partia,partíamos,partiam,pɐɾˈtiɐ,pɐɾˈtiɐʃ,pɐɾˈtiɐ,pɐɾˈtiɐmuʃ,pɐɾˈtiɐ̃w̃,,,,,,,,,,,,ir
pt-conjugation,imperfect,pedir,indicativo,imperfeito,pedia,pedias,pedia,pedíamos,pediam,pɨˈdiɐ,pɨˈdiɐʃ,pɨˈdiɐ,pɨˈdiɐmuʃ,pɨˈdiɐ̃w̃,,,,,,,,,,,,ir
pt-conjugation,imperfect,permitir,indicativo,imperfeito,permitia,permitias,permitia,permitíamos,permitiam,pɨɾmiˈtiɐ,pɨɾmiˈtiɐʃ,pɨɾmiˈtiɐ,pɨɾmiˈtiɐmuʃ,pɨɾmiˈtiɐ̃w̃,,,,,,,,,,,,ir
pt-conjugation,imperfect,preferir,indicativo,imperfeito,preferia,preferias,preferia,preferíamos,preferiam,pɾɨfɨˈɾiɐ,pɾɨfɨˈɾiɐʃ,pɾɨfɨˈɾiɐ,pɾɨfɨˈɾiɐmuʃ,pɾɨfɨˈɾiɐ̃w̃,,,,,,,,,,,,ir
pt-conjugation,imperfect,repetir,indicativo,imperfeito,repetia,repetias,repetia,repetíamos,repetiam,ʁɨpɨˈtiɐ,ʁɨpɨˈtiɐʃ,ʁɨpɨˈtiɐ,ʁɨpɨˈtiɐmuʃ,ʁɨpɨˈtiɐ̃w̃,,,,,,,,,,,,ir
pt-conjugation,imperfect,reunir,indicativo,imperfeito,reunia,reunias,reunia,reuníamos,reuniam,ʁewˈniɐ,ʁewˈniɐʃ,ʁewˈniɐ,ʁewˈniɐmuʃ,ʁewˈniɐ̃w̃,,,,,,,,,,,,ir
pt-conjugation,imperfect,rir,indicativo,imperfeito,ria,rias,ria,ríamos,riam,ˈʁiɐ,ˈʁiɐʃ,ˈʁiɐ,ˈʁiɐmuʃ,ˈʁiɐ̃w̃,,,,,,,,,,,,ir
pt-conjugation,imperfect,sair,indicativo,imperfeito,saía,saías,saía,saíamos,saíam,sɐˈiɐ,sɐˈiɐʃ,sɐˈiɐ,sɐˈiɐmuʃ,sɐˈiɐ̃w̃,,,,,,,,,,,,ir
pt-conjugation,imperfect,seguir,indicativo,imperfeito,seguia,seguias,seguia,seguíamos,seguiam,sɨˈɡiɐ,sɨˈɡiɐʃ,sɨˈɡiɐ,sɨˈɡwiɐmuʃ,sɨˈɡiɐ̃w̃,,,,,,,,,,,,ir
pt-conjugation,imperfect,sentir,indicativo,imperfeito,sentia,sentias,sentia,sentíamos,sentiam,sẽˈtiɐ,sẽˈtiɐʃ,sẽˈtiɐ,sẽˈtiɐmuʃ,sẽˈtiɐ̃w̃,,,,,,,,,,,,ir
pt-conjugation,imperfect,servir,indicativo,imperfeito,servia,servias,servia,servíamos,serviam,sɨɾˈviɐ,sɨɾˈviɐʃ,sɨɾˈviɐ,sɨɾˈviɐmuʃ,sɨɾˈviɐ̃w̃,,,,,,,,,,,,ir
pt-conjugation,imperfect,subir,indicativo,imperfeito,subia,subias,subia,subíamos,subiam,suˈbiɐ,suˈbiɐʃ,suˈbiɐ,suˈbiɐmuʃ,suˈbiɐ̃w̃,,,,,,,,,,,,ir
pt-conjugation,imperfect,traduzir,indicativo,imperfeito,traduzia,traduzias,traduzia,traduzíamos,traduziam,tɾɐduˈziɐ,tɾɐduˈziɐʃ,tɾɐduˈziɐ,tɾɐduˈziɐmuʃ,tɾɐduˈziɐ̃w̃,,,,,,,,,,,,ir
pt-conjugation,imperfect,vestir-se,indicativo,imperfeito,vestia-me,vestias-te,vestia-se,vestíamos-nos,vestiam-se,vɨʃtiˈamɨ,vɨʃtiˈastɨ,vɨʃtiˈasɨ,vɨˈʃtiɐmusnuʃ,vɨʃtiˈɐ̃sɨ,,,,,,,,,,,,ir reflexos  
pt-conjugation,imperfect,dividir,indicativo,imperfeito,dividia,dividias,dividia,dividíamos,dividiam,diviˈdiɐ,diviˈdiɐʃ,diviˈdiɐ,diviˈdiɐmuʃ,diviˈdiɐ̃w̃,,,,,,,,,,,,ir
pt-conjugation,imperfect,agradecer,indicativo,imperfeito,agradecia,agradecias,agradecia,agradecíamos,agradeciam,ɐɡɾɐdɨˈsiɐ,ɐɡɾɐdɨˈsiɐʃ,ɐɡɾɐdɨˈsiɐ,ɐɡɾɐdɨˈsiɐmuʃ,ɐɡɾɐdɨˈsiɐ̃w̃,,,,,,,,,,,,er
pt-conjugation,imperfect,aprender,indicativo,imperfeito,aprendia,aprendias,aprendia,aprendíamos,aprendiam,ɐpɾẽˈdiɐ,ɐpɾẽˈdiɐʃ,ɐpɾẽˈdiɐ,ɐpɾẽˈdiɐmuʃ,ɐpɾẽˈdiɐ̃w̃,,,,,,,,,,,,er
pt-conjugation,imperfect,bater,indicativo,imperfeito,batia,batias,batia,batíamos,batiam,bɐˈtiɐ,bɐˈtiɐʃ,bɐˈtiɐ,bɐˈtiɐmuʃ,bɐˈtiɐ̃w̃,,,,,,,,,,,,er
pt-conjugation,imperfect,beber,indicativo,imperfeito,bebia,bebias,bebia,bebíamos,bebiam,bɨˈbiɐ,bɨˈbiɐʃ,bɨˈbiɐ,bɨˈbiɐmuʃ,bɨˈbiɐ̃w̃,,,,,,,,,,,,er
pt-conjugation,imperfect,comer,indicativo,imperfeito,comia,comias,comia,comíamos,comiam,kuˈmiɐ,kuˈmiɐʃ,kuˈmiɐ,kuˈmiɐmuʃ,kuˈmiɐ̃w̃,,,,,,,,,,,,er
pt-conjugation,imperfect,compreender,indicativo,imperfeito,compreendia,compreendias,compreendia,compreendíamos,compreendiam,kõpɾɨẽˈdiɐ,kõpɾɨẽˈdiɐʃ,kõpɾɨẽˈdiɐ,kõpɾɨẽˈdiɐmuʃ,kõpɾɨẽˈdiɐ̃w̃,,,,,,,,,,,,er
pt-conjugation,imperfect,conhecer,indicativo,imperfeito,conhecia,conhecias,conhecia,conhecíamos,conheciam,kuɲɨˈsiɐ,kuɲɨˈsiɐʃ,kuɲɨˈsiɐ,kuɲɨˈsiɐmuʃ,kuɲɨˈsiɐ̃w̃,,,,,,,,,,,,er
pt-conjugation,imperfect,correr,indicativo,imperfeito,corria,corrias,corria,corríamos,corriam,kuˈʁiɐ,kuˈʁiɐʃ,kuˈʁiɐ,kuˈʁiɐmuʃ,kuˈʁiɐ̃w̃,,,,,,,,,,,,er
pt-conjugation,imperfect,crer,indicativo,imperfeito,creia,creias,creia,críamos,creiam,ˈkɾɐjɐ,ˈkɾɐjɐʃ,ˈkɾɐjɐ,ˈkɾiɐmuʃ,ˈkɾɐjɐ̃w̃,,,,,,,,,,,,er
pt-conjugation,imperfect,crescer,indicativo,imperfeito,crescia,crescias,crescia,crescíamos,cresciam,kɾɨˈʃsiɐ,kɾɨˈʃsiɐʃ,kɾɨˈʃsiɐ,kɾɨˈʃsiɐmuʃ,kɾɨˈʃsiɐ̃w̃,,,,,,,,,,,,er
pt-conjugation,imperfect,dever,indicativo,imperfeito,devia,devias,devia,devíamos,deviam,dɨˈviɐ,dɨˈviɐʃ,dɨˈviɐ,dɨˈviɐmuʃ,dɨˈviɐ̃w̃,,,,,,,,,,,,er
pt-conjugation,imperfect,doer,indicativo,imperfeito,doía,doías,doía,doíamos,doíam,duˈiɐ,duˈiɐʃ,duˈiɐ,duˈiɐmuʃ,duˈiɐ̃w̃,,,,,,,,,,,,er
pt-conjugation,imperfect,entender,indicativo,imperfeito,entendia,entendias,entendia,entendíamos,entendiam,ẽtẽˈdiɐ,ẽtẽˈdiɐʃ,ẽtẽˈdiɐ,ẽtẽˈdiɐmuʃ,ẽtẽˈdiɐ̃w̃,,,,,,,,,,,,er
pt-conjugation,imperfect,escolher,indicativo,imperfeito,escolhia,escolhias,escolhia,escolhíamos,escolhiam,ʃkuˈʎiɐ,ʃkuˈʎiɐʃ,ʃkuˈʎiɐ,ʃkuˈʎiɐmuʃ,ʃkuˈʎiɐ̃w̃,,,,,,,,,,,,er
